shoe_name,price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color 1,color 2,color 3,color 4,color 5
Nike Air Zoom TR 1,10 795.00,https://www.nike.com/in/t/air-zoom-tr-1-workout-shoes-Zq4r1h/DX9016-700,Men,8,4.8,DX9016-006,Workout Shoes,,100.0,50.0,17,3,Nike,Phantom/Khaki/Light Orewood Brown/Medium Ash,Black/Anthracite/White,Barely Volt/Volt/Phantom/Black,,
Nike Air Zoom TR 1,10 795.00,https://www.nike.com/in/t/air-zoom-tr-1-workout-shoes-Zq4r1h/DX9016-700,Men,8,4.8,DX9016-002,Workout Shoes,,100.0,50.0,17,3,Nike,Phantom/Khaki/Light Orewood Brown/Medium Ash,Black/Anthracite/White,Barely Volt/Volt/Phantom/Black,,
Nike Air Zoom TR 1,10 795.00,https://www.nike.com/in/t/air-zoom-tr-1-workout-shoes-Zq4r1h/DX9016-700,Men,8,4.8,DX9016-700,Workout Shoes,,100.0,50.0,13,3,Nike,Phantom/Khaki/Light Orewood Brown/Medium Ash,Black/Anthracite/White,Barely Volt/Volt/Phantom/Black,,
Nike Zoom Vomero 5 Premium,16 995.00,https://www.nike.com/in/t/zoom-vomero-5-shoes-0MrckK/FQ8174-237,Unisex,0,0.0,FQ8174-237,Shoes,,,,13,1,Nike,,,,,
Nike Air Force 1 '07 WB,10 995.00,https://www.nike.com/in/t/air-force-1-07-wb-shoe-j46FxX/CJ9179-200,Men,17,4.7,CJ9179-200,Shoe,,100.0,50.0,19,1,Nike,,,,,
Nike SB Chron 2 Canvas,4 495.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-001,Skate Shoe,,,,0,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 495.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-100,Skate Shoe,,,,14,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 267.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-400,Skate Shoe,,,,0,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 495.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-102,Skate Shoe,,,,16,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 495.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-301,Skate Shoe,,,,12,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 495.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-002,Skate Shoe,,,,14,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 267.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-003,Skate Shoe,,,,0,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 495.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-105,Skate Shoe,,,,17,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike SB Chron 2 Canvas,4 267.00,https://www.nike.com/in/t/sb-chron-2-canvas-skate-shoe-zdBtfH/DM3494-102,Unisex,64,4.7,DM3494-200,Skate Shoe,,,,0,9,Nike,Black/Black/White,White/White/Black,Navy/Navy/Black/White,White/White/White,Pilgrim/Pilgrim/White/Black
Nike Phantom GX Academy,7 995.00,https://www.nike.com/in/t/phantom-gx-academy-hard-ground-low-top-football-boot-lT1p1H/DD9470-300,Unisex,0,0.0,DD9470-300,Hard-Ground Low-Top Football Boot,,,,10,1,Nike,,,,,
Nike Air Max AP,7 877.00,https://www.nike.com/in/t/air-max-ap-shoes-3Rdq04/CU4826-002,Men,53,4.2,CU4826-106,Shoes,,,,13,5,Nike,White/Action Grape/Black,Black/Black/Volt/Black,Black/Black/Bright Crimson/White,White/Bright Crimson/Black,Photon Dust/Obsidian/White
Nike Air Max AP,8 295.00,https://www.nike.com/in/t/air-max-ap-shoes-3Rdq04/CU4826-002,Men,53,4.2,CU4826-001,Shoes,,,,13,5,Nike,White/Action Grape/Black,Black/Black/Volt/Black,Black/Black/Bright Crimson/White,White/Bright Crimson/Black,Photon Dust/Obsidian/White
Nike Air Max AP,8 295.00,https://www.nike.com/in/t/air-max-ap-shoes-3Rdq04/CU4826-002,Men,53,4.2,CU4826-002,Shoes,,,,13,5,Nike,White/Action Grape/Black,Black/Black/Volt/Black,Black/Black/Bright Crimson/White,White/Bright Crimson/Black,Photon Dust/Obsidian/White
Nike Air Max AP,8 295.00,https://www.nike.com/in/t/air-max-ap-shoes-3Rdq04/CU4826-002,Men,53,4.2,CU4826-100,Shoes,,,,13,5,Nike,White/Action Grape/Black,Black/Black/Volt/Black,Black/Black/Bright Crimson/White,White/Bright Crimson/Black,Photon Dust/Obsidian/White
Nike Air Max AP,7 877.00,https://www.nike.com/in/t/air-max-ap-shoes-3Rdq04/CU4826-002,Men,53,4.2,CU4826-014,Shoes,,,,13,5,Nike,White/Action Grape/Black,Black/Black/Volt/Black,Black/Black/Bright Crimson/White,White/Bright Crimson/Black,Photon Dust/Obsidian/White
Nike Air Max 2090,13 297.00,https://www.nike.com/in/t/air-max-2090-shoe-16tRHc/DM2823-100,Men,0,0.0,DM2823-100,Shoe,,,,13,1,Nike,,,,,
NikeCourt Zoom Pro,8 257.00,https://www.nike.com/in/t/nikecourt-zoom-pro-hard-court-tennis-shoes-gDWhmG/DV3278-700,Men,10,2.6,DV3278-100,Hard Court Tennis Shoes,,,,0,3,Nike,White/Black/Fuchsia Dream/Picante Red,Cedar/White/Lime Blast/Team Red,Sundial/Monarch/White,,
NikeCourt Zoom Pro,8 695.00,https://www.nike.com/in/t/nikecourt-zoom-pro-hard-court-tennis-shoes-gDWhmG/DV3278-700,Men,10,2.6,DV3278-600,Hard Court Tennis Shoes,,,,13,3,Nike,White/Black/Fuchsia Dream/Picante Red,Cedar/White/Lime Blast/Team Red,Sundial/Monarch/White,,
NikeCourt Zoom Pro,8 695.00,https://www.nike.com/in/t/nikecourt-zoom-pro-hard-court-tennis-shoes-gDWhmG/DV3278-700,Men,10,2.6,DV3278-700,Hard Court Tennis Shoes,,,,13,3,Nike,White/Black/Fuchsia Dream/Picante Red,Cedar/White/Lime Blast/Team Red,Sundial/Monarch/White,,
Nike GT Cut 2 EP,15 995.00,https://www.nike.com/in/t/gt-cut-2-ep-basketball-shoes-M7jcxn/DJ6013-302,Men,0,0.0,DJ6013-008,Basketball Shoes,,,,11,4,Nike,Pure Platinum/Summit White/Track Red/Clear,Jade Ice/Black/Mineral/Pale Ivory,Hyper Pink/Fierce Pink/Pearl Pink/Fireberry,Black/Anthracite/Football Grey/White,
Nike GT Cut 2 EP,15 995.00,https://www.nike.com/in/t/gt-cut-2-ep-basketball-shoes-M7jcxn/DJ6013-302,Men,0,0.0,DJ6013-302,Basketball Shoes,,,,11,4,Nike,Pure Platinum/Summit White/Track Red/Clear,Jade Ice/Black/Mineral/Pale Ivory,Hyper Pink/Fierce Pink/Pearl Pink/Fireberry,Black/Anthracite/Football Grey/White,
Nike GT Cut 2 EP,15 995.00,https://www.nike.com/in/t/gt-cut-2-ep-basketball-shoes-M7jcxn/DJ6013-302,Men,0,0.0,DJ6013-604,Basketball Shoes,,,,11,4,Nike,Pure Platinum/Summit White/Track Red/Clear,Jade Ice/Black/Mineral/Pale Ivory,Hyper Pink/Fierce Pink/Pearl Pink/Fireberry,Black/Anthracite/Football Grey/White,
Nike GT Cut 2 EP,15 995.00,https://www.nike.com/in/t/gt-cut-2-ep-basketball-shoes-M7jcxn/DJ6013-302,Men,0,0.0,DJ6013-006,Basketball Shoes,,,,11,4,Nike,Pure Platinum/Summit White/Track Red/Clear,Jade Ice/Black/Mineral/Pale Ivory,Hyper Pink/Fierce Pink/Pearl Pink/Fireberry,Black/Anthracite/Football Grey/White,
Nike ACG Mountain Fly Low GORE-TEX SE,16 147.00,https://www.nike.com/in/t/acg-mountain-fly-low-gore-tex-se-shoes-Q8WF9t/DD2861-200,Men,1,5.0,DD2861-200,Shoes,,,,18,2,Nike,Hazel Rush/Khaki/Atomic Orange/Black,Dark Smoke Grey/Dark Smoke Grey/Iron Grey/Iron Grey,,,
Nike ACG Mountain Fly Low GORE-TEX SE,16 995.00,https://www.nike.com/in/t/acg-mountain-fly-low-gore-tex-se-shoes-Q8WF9t/DD2861-200,Men,1,5.0,DD2861-002,Shoes,,,,0,2,Nike,Hazel Rush/Khaki/Atomic Orange/Black,Dark Smoke Grey/Dark Smoke Grey/Iron Grey/Iron Grey,,,
Nike Rival Multi,5 695.00,https://www.nike.com/in/t/rival-multi-athletics-multi-event-spikes-CNQGd9/DC8749-401,Unisex,6,4.7,DC8749-401,Athletics Multi-Event Spikes,,100.0,50.0,13,1,Nike,,,,,
Nike Phantom Luna FG By You,13 995.00,https://www.nike.com/in/u/custom-phantom-luna-academy-by-you-10001552/2074980453,Women,0,,FJ4831-900,Custom  Firm-Ground Football Boot,,,,0,6,Nike,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour
Nike Phantom Luna FG By You,13 995.00,https://www.nike.com/in/u/custom-phantom-luna-academy-by-you-10001552/2074980453,Women,0,,FJ4831-900,Custom  Firm-Ground Football Boot,,,,0,6,Nike,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour
Nike Phantom Luna FG By You,13 995.00,https://www.nike.com/in/u/custom-phantom-luna-academy-by-you-10001552/2074980453,Women,0,,FJ4831-900,Custom  Firm-Ground Football Boot,,,,0,6,Nike,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour
Nike Phantom Luna FG By You,13 995.00,https://www.nike.com/in/u/custom-phantom-luna-academy-by-you-10001552/2074980453,Women,0,,FJ4831-900,Custom  Firm-Ground Football Boot,,,,0,6,Nike,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour
Nike Phantom Luna FG By You,13 995.00,https://www.nike.com/in/u/custom-phantom-luna-academy-by-you-10001552/2074980453,Women,0,,FJ4831-900,Custom  Firm-Ground Football Boot,,,,0,6,Nike,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour
Nike Phantom Luna FG By You,13 995.00,https://www.nike.com/in/u/custom-phantom-luna-academy-by-you-10001552/2074980453,Women,0,,FJ4831-900,Custom  Firm-Ground Football Boot,,,,0,6,Nike,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour,Multi-Colour/Multi-Colour
Nike Structure 25,11 895.00,https://www.nike.com/in/t/structure-25-road-running-shoes-Vnp1d0/DJ7883-005,Men,58,4.5,DJ7883-300,Road Running Shoes,,,,8,5,Nike,Geode Teal/Deep Jungle/White/Purple Ink,Sea Glass/Midnight Navy/Rugged Orange/University Red,Anthracite/Volt/Pure Platinum/White,Black/Racer Blue/Sundial/White,Black/Iron Grey/White
Nike Structure 25,11 895.00,https://www.nike.com/in/t/structure-25-road-running-shoes-Vnp1d0/DJ7883-005,Men,58,4.5,DJ7883-001,Road Running Shoes,,,,12,5,Nike,Geode Teal/Deep Jungle/White/Purple Ink,Sea Glass/Midnight Navy/Rugged Orange/University Red,Anthracite/Volt/Pure Platinum/White,Black/Racer Blue/Sundial/White,Black/Iron Grey/White
Nike Structure 25,11 895.00,https://www.nike.com/in/t/structure-25-road-running-shoes-Vnp1d0/DJ7883-005,Men,58,4.5,DJ7883-005,Road Running Shoes,,,,12,5,Nike,Geode Teal/Deep Jungle/White/Purple Ink,Sea Glass/Midnight Navy/Rugged Orange/University Red,Anthracite/Volt/Pure Platinum/White,Black/Racer Blue/Sundial/White,Black/Iron Grey/White
Nike Structure 25,11 895.00,https://www.nike.com/in/t/structure-25-road-running-shoes-Vnp1d0/DJ7883-005,Men,58,4.5,DJ7883-003,Road Running Shoes,,,,11,5,Nike,Geode Teal/Deep Jungle/White/Purple Ink,Sea Glass/Midnight Navy/Rugged Orange/University Red,Anthracite/Volt/Pure Platinum/White,Black/Racer Blue/Sundial/White,Black/Iron Grey/White
Nike Structure 25,11 895.00,https://www.nike.com/in/t/structure-25-road-running-shoes-Vnp1d0/DJ7883-005,Men,58,4.5,DJ7883-002,Road Running Shoes,,,,12,5,Nike,Geode Teal/Deep Jungle/White/Purple Ink,Sea Glass/Midnight Navy/Rugged Orange/University Red,Anthracite/Volt/Pure Platinum/White,Black/Racer Blue/Sundial/White,Black/Iron Grey/White
Zion 2 'Full Moon' PF,12 157.00,https://www.nike.com/in/t/zion-2-full-moon-pf-basketball-shoes-fTg9sH/FJ2956-200,Unisex,0,0.0,FJ2956-200,Basketball Shoes,,,,11,1,Nike,,,,,
Nike Court Vision Mid Next Nature,5 995.00,https://www.nike.com/in/t/court-vision-mid-next-nature-shoes-VKCWFj/DN3577-001,Men,54,4.4,DN3577-100,Shoes,,,,12,3,Nike,White/White/White,Black/Black/White,White/White/Black,,
Nike Court Vision Mid Next Nature,5 697.00,https://www.nike.com/in/t/court-vision-mid-next-nature-shoes-VKCWFj/DN3577-001,Men,54,4.4,DN3577-001,Shoes,,,,13,3,Nike,White/White/White,Black/Black/White,White/White/Black,,
Nike Court Vision Mid Next Nature,5 697.00,https://www.nike.com/in/t/court-vision-mid-next-nature-shoes-VKCWFj/DN3577-001,Men,54,4.4,DN3577-101,Shoes,,,,13,3,Nike,White/White/White,Black/Black/White,White/White/Black,,
Nike ACG Mountain Fly 2 Low,13 297.00,https://www.nike.com/in/t/acg-mountain-fly-2-low-shoes-4LXRfM/DV7903-002,Men,92,4.2,DV7903-001,Shoes,,34.0,34.0,13,2,Nike,Gridiron/Summit White/Summit White/Black,Black/Black/Black/Anthracite,,,
Nike ACG Mountain Fly 2 Low,13 995.00,https://www.nike.com/in/t/acg-mountain-fly-2-low-shoes-4LXRfM/DV7903-002,Men,92,4.2,DV7903-002,Shoes,,34.0,34.0,13,2,Nike,Gridiron/Summit White/Summit White/Black,Black/Black/Black/Anthracite,,,
Nike Pegasus Turbo,13 995.00,https://www.nike.com/in/t/pegasus-turbo-road-running-shoes-MSSVMK/DM3413-005,Men,181,4.1,DM3413-005,Road Running Shoes,,75.0,38.0,13,4,Nike,Black/White,White/Light Bone/Light Iron Ore/Iron Grey,Pure Platinum/White/Valerian Blue/Bright Spruce,Sesame/Buff Gold/Bronzine/Lime Blast,
Nike Pegasus Turbo,13 995.00,https://www.nike.com/in/t/pegasus-turbo-road-running-shoes-MSSVMK/DM3413-005,Men,181,4.1,DM3413-100,Road Running Shoes,,75.0,38.0,14,4,Nike,Black/White,White/Light Bone/Light Iron Ore/Iron Grey,Pure Platinum/White/Valerian Blue/Bright Spruce,Sesame/Buff Gold/Bronzine/Lime Blast,
Nike Pegasus Turbo,9 797.00,https://www.nike.com/in/t/pegasus-turbo-road-running-shoes-MSSVMK/DM3413-005,Men,181,4.1,DM3413-004,Road Running Shoes,,75.0,38.0,0,4,Nike,Black/White,White/Light Bone/Light Iron Ore/Iron Grey,Pure Platinum/White/Valerian Blue/Bright Spruce,Sesame/Buff Gold/Bronzine/Lime Blast,
Nike Pegasus Turbo,13 995.00,https://www.nike.com/in/t/pegasus-turbo-road-running-shoes-MSSVMK/DM3413-005,Men,181,4.1,DM3413-200,Road Running Shoes,,75.0,38.0,13,4,Nike,Black/White,White/Light Bone/Light Iron Ore/Iron Grey,Pure Platinum/White/Valerian Blue/Bright Spruce,Sesame/Buff Gold/Bronzine/Lime Blast,
Nike Winflo 9,7 217.00,https://www.nike.com/in/t/wio-9-road-running-shoes-185Kr9/DD6203-009,Men,148,4.4,DD6203-400,Road Running Shoes,,100.0,50.0,0,7,Nike,Obsidian/Black/White/Dark Marina Blue,Black/Dark Smoke Grey/White,White/Total Orange/Bright Crimson/Black,Obsidian/Valerian Blue/Bright Spruce/Barely Green,Black/Ashen Slate/White
