shoe_name,original_price,discount_price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color 1,color 2,color 3,color 4,color 5
AZTOR TRAILEX SHOES,4 799.00,3 119.50,https://www.adidas.co.in/aztor-trailex-shoes/IQ8787.html,Men ,8.0,,IQ8787, TERREX,87.0,81.0,43.0,,3,adidas,Black / Medium Lead / Impact Yellow F22,Grey Six / Stone / Semi Impact Orange F22,Olive Strata S23 / Better Scarlet S23 / Black,,
AZTOR TRAILEX SHOES,4 799.00,3 119.50,https://www.adidas.co.in/aztor-trailex-shoes/IQ8785.html,Men ,8.0,,IQ8785, TERREX,87.0,81.0,43.0,,3,adidas,Black / Medium Lead / Impact Yellow F22,Grey Six / Stone / Semi Impact Orange F22,Olive Strata S23 / Better Scarlet S23 / Black,,
AZTOR TRAILEX SHOES,4 799.00,3 119.50,https://www.adidas.co.in/aztor-trailex-shoes/IQ8786.html,Men ,8.0,,IQ8786, TERREX,87.0,81.0,43.0,,3,adidas,Black / Medium Lead / Impact Yellow F22,Grey Six / Stone / Semi Impact Orange F22,Olive Strata S23 / Better Scarlet S23 / Black,,
AZTOR TRAILEX SHOES,4 799.00,3 119.50,https://www.adidas.co.in/aztor-trailex-shoes/IQ8787.html,Men ,8.0,,IQ8787, TERREX,87.0,81.0,43.0,,3,adidas,Black / Medium Lead / Impact Yellow F22,Grey Six / Stone / Semi Impact Orange F22,Olive Strata S23 / Better Scarlet S23 / Black,,
SOLEMATCH CONTROL TENNIS SHOES,11 999.00,,https://www.adidas.co.in/solematch-control-tennis-shoes/ID1496.html,Men ,103.0,,ID1496, Tennis,84.0,80.0,47.0,,2,adidas,Cloud White / Core Black / Matte Silver,Royal Blue / Off White / Bright Royal,,,
SOLEMATCH CONTROL TENNIS SHOES,11 999.00,,https://www.adidas.co.in/solematch-control-tennis-shoes/ID1497.html,Men ,103.0,,ID1497, Tennis,84.0,80.0,47.0,,2,adidas,Cloud White / Core Black / Matte Silver,Royal Blue / Off White / Bright Royal,,,
GALAXY STAR SHOES,7 599.00,,https://www.adidas.co.in/galaxy-star-shoes/IF5396.html,Men ,2.0,,IF5396, Running,75.0,87.0,50.0,,4,adidas,Dark Blue / Solar Red / Blue,Core Black / Grey / Core Black,Grey / Solar Red / Night Grey,Dash Grey / Lucid Lemon / Wonder Blue,
GALAXY STAR SHOES,7 599.00,,https://www.adidas.co.in/galaxy-star-shoes/IF5398.html,Men ,2.0,,IF5398, Running,75.0,87.0,50.0,,4,adidas,Dark Blue / Solar Red / Blue,Core Black / Grey / Core Black,Grey / Solar Red / Night Grey,Dash Grey / Lucid Lemon / Wonder Blue,
GALAXY STAR SHOES,7 599.00,,https://www.adidas.co.in/galaxy-star-shoes/IF5399.html,Men ,2.0,,IF5399, Running,75.0,87.0,50.0,,4,adidas,Dark Blue / Solar Red / Blue,Core Black / Grey / Core Black,Grey / Solar Red / Night Grey,Dash Grey / Lucid Lemon / Wonder Blue,
GALAXY STAR SHOES,7 599.00,,https://www.adidas.co.in/galaxy-star-shoes/IG0761.html,Men ,2.0,,IG0761, Running,75.0,87.0,50.0,,4,adidas,Dark Blue / Solar Red / Blue,Core Black / Grey / Core Black,Grey / Solar Red / Night Grey,Dash Grey / Lucid Lemon / Wonder Blue,
RACER TR23 SHOES,7 999.00,5 199.50,https://www.adidas.co.in/racer-tr23-shoes/IG0731.html,Men ,471.0,,IG0731, Sportswear,86.0,84.0,50.0,,5,adidas,Carbon / Arctic Night F23 / Solar Red,Core Black / Core Black / Carbon,Core Black / Cloud White / Grey Four,Cloud White / Cloud White / Grey Six,Dark Blue / Cloud White / Halo Silver S21
RACER TR23 SHOES,7 999.00,5 199.50,https://www.adidas.co.in/racer-tr23-shoes/IG7322.html,Men ,471.0,,IG7322, Sportswear,86.0,84.0,50.0,,5,adidas,Carbon / Arctic Night F23 / Solar Red,Core Black / Core Black / Carbon,Core Black / Cloud White / Grey Four,Cloud White / Cloud White / Grey Six,Dark Blue / Cloud White / Halo Silver S21
RACER TR23 SHOES,7 999.00,5 199.50,https://www.adidas.co.in/racer-tr23-shoes/IG7323.html,Men ,471.0,,IG7323, Sportswear,86.0,84.0,50.0,,5,adidas,Carbon / Arctic Night F23 / Solar Red,Core Black / Core Black / Carbon,Core Black / Cloud White / Grey Four,Cloud White / Cloud White / Grey Six,Dark Blue / Cloud White / Halo Silver S21
RACER TR23 SHOES,7 999.00,5 199.50,https://www.adidas.co.in/racer-tr23-shoes/IG7324.html,Men ,471.0,,IG7324, Sportswear,86.0,84.0,50.0,,5,adidas,Carbon / Arctic Night F23 / Solar Red,Core Black / Core Black / Carbon,Core Black / Cloud White / Grey Four,Cloud White / Cloud White / Grey Six,Dark Blue / Cloud White / Halo Silver S21
RACER TR23 SHOES,7 999.00,5 199.50,https://www.adidas.co.in/racer-tr23-shoes/IG7325.html,Men ,471.0,,IG7325, Sportswear,86.0,84.0,50.0,,5,adidas,Carbon / Arctic Night F23 / Solar Red,Core Black / Core Black / Carbon,Core Black / Cloud White / Grey Four,Cloud White / Cloud White / Grey Six,Dark Blue / Cloud White / Halo Silver S21
RACER TR23 SHOES,7 999.00,5 199.50,https://www.adidas.co.in/racer-tr23-shoes/IG0731.html,Men ,471.0,,IG0731, Sportswear,86.0,84.0,50.0,,5,adidas,Carbon / Arctic Night F23 / Solar Red,Core Black / Core Black / Carbon,Core Black / Cloud White / Grey Four,Cloud White / Cloud White / Grey Six,Dark Blue / Cloud White / Halo Silver S21
RACER TR23 SHOES,7 999.00,5 199.50,https://www.adidas.co.in/racer-tr23-shoes/IG7322.html,Men ,471.0,,IG7322, Sportswear,86.0,84.0,50.0,,5,adidas,Carbon / Arctic Night F23 / Solar Red,Core Black / Core Black / Carbon,Core Black / Cloud White / Grey Four,Cloud White / Cloud White / Grey Six,Dark Blue / Cloud White / Halo Silver S21
RACER TR23 SHOES,7 999.00,5 199.50,https://www.adidas.co.in/racer-tr23-shoes/IG7323.html,Men ,471.0,,IG7323, Sportswear,86.0,84.0,50.0,,5,adidas,Carbon / Arctic Night F23 / Solar Red,Core Black / Core Black / Carbon,Core Black / Cloud White / Grey Four,Cloud White / Cloud White / Grey Six,Dark Blue / Cloud White / Halo Silver S21
RACER TR23 SHOES,7 999.00,5 199.50,https://www.adidas.co.in/racer-tr23-shoes/IG7324.html,Men ,471.0,,IG7324, Sportswear,86.0,84.0,50.0,,5,adidas,Carbon / Arctic Night F23 / Solar Red,Core Black / Core Black / Carbon,Core Black / Cloud White / Grey Four,Cloud White / Cloud White / Grey Six,Dark Blue / Cloud White / Halo Silver S21
RACER TR23 SHOES,7 999.00,5 199.50,https://www.adidas.co.in/racer-tr23-shoes/IG7325.html,Men ,471.0,,IG7325, Sportswear,86.0,84.0,50.0,,5,adidas,Carbon / Arctic Night F23 / Solar Red,Core Black / Core Black / Carbon,Core Black / Cloud White / Grey Four,Cloud White / Cloud White / Grey Six,Dark Blue / Cloud White / Halo Silver S21
QUESTAR SHOES,7 999.00,5 199.50,https://www.adidas.co.in/questar-shoes/IF2229.html,Men ,37.0,,IF2229, Running,84.0,84.0,51.0,,2,adidas,Core Black / Cloud White / Carbon,Dash Grey S20 / Night Metallic / Lucid Cyan F23,,,
QUESTAR SHOES,7 999.00,5 199.50,https://www.adidas.co.in/questar-shoes/IF2236.html,Men ,37.0,,IF2236, Running,84.0,84.0,51.0,,2,adidas,Core Black / Cloud White / Carbon,Dash Grey S20 / Night Metallic / Lucid Cyan F23,,,
ADILETTE 22 SLIDES,5 999.00,4 199.50,https://www.adidas.co.in/adilette-22-slides/IF5394.html,Unisex,270.0,,IF5394,Originals,89.0,82.0,52.0,,3,adidas,Better Scarlet S23 / Cloud White / Better Scarlet S23,Green / Cloud White / Green,Wonder Clay F23 / Wild Sepia S21 / Core Black,,
ADILETTE 22 SLIDES,5 999.00,4 199.50,https://www.adidas.co.in/adilette-22-slides/IF5395.html,Unisex,270.0,,IF5395,Originals,89.0,82.0,52.0,,3,adidas,Better Scarlet S23 / Cloud White / Better Scarlet S23,Green / Cloud White / Green,Wonder Clay F23 / Wild Sepia S21 / Core Black,,
ADILETTE 22 SLIDES,5 999.00,4 199.50,https://www.adidas.co.in/adilette-22-slides/IG7492.html,Unisex,270.0,,IG7492,Originals,89.0,82.0,52.0,,3,adidas,Better Scarlet S23 / Cloud White / Better Scarlet S23,Green / Cloud White / Green,Wonder Clay F23 / Wild Sepia S21 / Core Black,,
COURT TNS PREMIERE SHOES,8 599.00,,https://www.adidas.co.in/court-tns-premiere-shoes/IG0050.html,Unisex,2.0,,IG0050,Originals,37.0,50.0,50.0,,3,adidas,Cloud White / Core Black / Gold Metallic,Collegiate Navy / Cloud White / Gold Metallic,Grey Three / Core Black / Gold Metallic,,
COURT TNS PREMIERE SHOES,8 599.00,,https://www.adidas.co.in/court-tns-premiere-shoes/IG0052.html,Unisex,2.0,,IG0052,Originals,37.0,50.0,50.0,,3,adidas,Cloud White / Core Black / Gold Metallic,Collegiate Navy / Cloud White / Gold Metallic,Grey Three / Core Black / Gold Metallic,,
COURT TNS PREMIERE SHOES,8 599.00,,https://www.adidas.co.in/court-tns-premiere-shoes/IG7566.html,Unisex,2.0,,IG7566,Originals,37.0,50.0,50.0,,3,adidas,Cloud White / Core Black / Gold Metallic,Collegiate Navy / Cloud White / Gold Metallic,Grey Three / Core Black / Gold Metallic,,
GAUZEWALK SHOES,4 299.00,3 009.50,https://www.adidas.co.in/gauzewalk-shoes/GC0579.html,Men ,7.0,,GC0579, Walking,85.0,89.0,46.0,,2,adidas,Grey Six / Stone,Night Sky / Stone / Better Scarlet S23,,,
GAUZEWALK SHOES,4 299.00,3 009.50,https://www.adidas.co.in/gauzewalk-shoes/GC0580.html,Men ,7.0,,GC0580, Walking,85.0,89.0,46.0,,2,adidas,Grey Six / Stone,Night Sky / Stone / Better Scarlet S23,,,
ESSENTO SHOES,4 599.00,2 989.50,https://www.adidas.co.in/essento-shoes/GC0938.html,Men ,10.0,,GC0938, Running,82.0,77.0,47.0,,3,adidas,Cloud White / Pulse Blue,Grey Six / Core Black / Stone / Acid Yellow S21,Core Black / Stone / Semi Impact Orange F22,,
ESSENTO SHOES,4 599.00,2 989.50,https://www.adidas.co.in/essento-shoes/GC0939.html,Men ,10.0,,GC0939, Running,82.0,77.0,47.0,,3,adidas,Cloud White / Pulse Blue,Grey Six / Core Black / Stone / Acid Yellow S21,Core Black / Stone / Semi Impact Orange F22,,
ESSENTO SHOES,4 599.00,2 989.50,https://www.adidas.co.in/essento-shoes/GC0940.html,Men ,10.0,,GC0940, Running,82.0,77.0,47.0,,3,adidas,Cloud White / Pulse Blue,Grey Six / Core Black / Stone / Acid Yellow S21,Core Black / Stone / Semi Impact Orange F22,,
TROSTEN WALK SHOES,4 599.00,2 989.50,https://www.adidas.co.in/trosten-walk-shoes/IQ9009.html,Men ,5.0,,IQ9009, Running,65.0,65.0,55.0,,4,adidas,Dove Grey S20 / Grey Six / Impact Yellow F22 / Pulse Blue,Night Sky / Collegiate Navy / Dove Grey S20 / Lucid Lime F23,Core Black / Stone,Tech Onix / Blue Oxide S21 / Cloud White / Better Scarlet S23,
TROSTEN WALK SHOES,4 599.00,2 989.50,https://www.adidas.co.in/trosten-walk-shoes/IQ9010.html,Men ,5.0,,IQ9010, Running,65.0,65.0,55.0,,4,adidas,Dove Grey S20 / Grey Six / Impact Yellow F22 / Pulse Blue,Night Sky / Collegiate Navy / Dove Grey S20 / Lucid Lime F23,Core Black / Stone,Tech Onix / Blue Oxide S21 / Cloud White / Better Scarlet S23,
TROSTEN WALK SHOES,4 599.00,2 989.50,https://www.adidas.co.in/trosten-walk-shoes/IQ9011.html,Men ,5.0,,IQ9011, Running,65.0,65.0,55.0,,4,adidas,Dove Grey S20 / Grey Six / Impact Yellow F22 / Pulse Blue,Night Sky / Collegiate Navy / Dove Grey S20 / Lucid Lime F23,Core Black / Stone,Tech Onix / Blue Oxide S21 / Cloud White / Better Scarlet S23,
TROSTEN WALK SHOES,4 599.00,2 989.50,https://www.adidas.co.in/trosten-walk-shoes/IQ9012.html,Men ,5.0,,IQ9012, Running,65.0,65.0,55.0,,4,adidas,Dove Grey S20 / Grey Six / Impact Yellow F22 / Pulse Blue,Night Sky / Collegiate Navy / Dove Grey S20 / Lucid Lime F23,Core Black / Stone,Tech Onix / Blue Oxide S21 / Cloud White / Better Scarlet S23,
TROSTEN WALK SHOES,4 599.00,2 989.50,https://www.adidas.co.in/trosten-walk-shoes/IQ9009.html,Men ,5.0,,IQ9009, Running,65.0,65.0,55.0,,4,adidas,Dove Grey S20 / Grey Six / Impact Yellow F22 / Pulse Blue,Night Sky / Collegiate Navy / Dove Grey S20 / Lucid Lime F23,Core Black / Stone,Tech Onix / Blue Oxide S21 / Cloud White / Better Scarlet S23,
TROSTEN WALK SHOES,4 599.00,2 989.50,https://www.adidas.co.in/trosten-walk-shoes/IQ9010.html,Men ,5.0,,IQ9010, Running,65.0,65.0,55.0,,4,adidas,Dove Grey S20 / Grey Six / Impact Yellow F22 / Pulse Blue,Night Sky / Collegiate Navy / Dove Grey S20 / Lucid Lime F23,Core Black / Stone,Tech Onix / Blue Oxide S21 / Cloud White / Better Scarlet S23,
TROSTEN WALK SHOES,4 599.00,2 989.50,https://www.adidas.co.in/trosten-walk-shoes/IQ9011.html,Men ,5.0,,IQ9011, Running,65.0,65.0,55.0,,4,adidas,Dove Grey S20 / Grey Six / Impact Yellow F22 / Pulse Blue,Night Sky / Collegiate Navy / Dove Grey S20 / Lucid Lime F23,Core Black / Stone,Tech Onix / Blue Oxide S21 / Cloud White / Better Scarlet S23,
TROSTEN WALK SHOES,4 599.00,2 989.50,https://www.adidas.co.in/trosten-walk-shoes/IQ9012.html,Men ,5.0,,IQ9012, Running,65.0,65.0,55.0,,4,adidas,Dove Grey S20 / Grey Six / Impact Yellow F22 / Pulse Blue,Night Sky / Collegiate Navy / Dove Grey S20 / Lucid Lime F23,Core Black / Stone,Tech Onix / Blue Oxide S21 / Cloud White / Better Scarlet S23,
AXELATE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/axelate-shoes/IQ8855.html,Men ,1.0,,IQ8855, Running,25.0,50.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Core Black / Semi Impact Orange F22,Collegiate Navy / Blue Fusion S23 / Stone,Olive Strata S23 / Magic Beige F22 / Core Black / Preloved Yellow F23,,
AXELATE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/axelate-shoes/IQ8856.html,Men ,1.0,,IQ8856, Running,25.0,50.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Core Black / Semi Impact Orange F22,Collegiate Navy / Blue Fusion S23 / Stone,Olive Strata S23 / Magic Beige F22 / Core Black / Preloved Yellow F23,,
AXELATE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/axelate-shoes/IQ8857.html,Men ,1.0,,IQ8857, Running,25.0,50.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Core Black / Semi Impact Orange F22,Collegiate Navy / Blue Fusion S23 / Stone,Olive Strata S23 / Magic Beige F22 / Core Black / Preloved Yellow F23,,
GLINTRUN SHOES,4 599.00,2 989.50,https://www.adidas.co.in/glintrun-shoes/IQ8995.html,Men ,1.0,,IQ8995, Running,100.0,100.0,50.0,,3,adidas,Night Sky / Dove Grey S20 / Green,Blue Night / Core Black / Better Scarlet S23,Dove Grey S20 / Grey Six / Lucid Cyan F23,,
GLINTRUN SHOES,4 599.00,2 989.50,https://www.adidas.co.in/glintrun-shoes/IQ8996.html,Men ,1.0,,IQ8996, Running,100.0,100.0,50.0,,3,adidas,Night Sky / Dove Grey S20 / Green,Blue Night / Core Black / Better Scarlet S23,Dove Grey S20 / Grey Six / Lucid Cyan F23,,
GLINTRUN SHOES,4 599.00,2 989.50,https://www.adidas.co.in/glintrun-shoes/IQ8997.html,Men ,1.0,,IQ8997, Running,100.0,100.0,50.0,,3,adidas,Night Sky / Dove Grey S20 / Green,Blue Night / Core Black / Better Scarlet S23,Dove Grey S20 / Grey Six / Lucid Cyan F23,,
GLINTRUN SHOES,4 599.00,2 989.50,https://www.adidas.co.in/glintrun-shoes/IQ8995.html,Men ,1.0,,IQ8995, Running,100.0,100.0,50.0,,3,adidas,Night Sky / Dove Grey S20 / Green,Blue Night / Core Black / Better Scarlet S23,Dove Grey S20 / Grey Six / Lucid Cyan F23,,
GLINTRUN SHOES,4 599.00,2 989.50,https://www.adidas.co.in/glintrun-shoes/IQ8996.html,Men ,1.0,,IQ8996, Running,100.0,100.0,50.0,,3,adidas,Night Sky / Dove Grey S20 / Green,Blue Night / Core Black / Better Scarlet S23,Dove Grey S20 / Grey Six / Lucid Cyan F23,,
GLINTRUN SHOES,4 599.00,2 989.50,https://www.adidas.co.in/glintrun-shoes/IQ8997.html,Men ,1.0,,IQ8997, Running,100.0,100.0,50.0,,3,adidas,Night Sky / Dove Grey S20 / Green,Blue Night / Core Black / Better Scarlet S23,Dove Grey S20 / Grey Six / Lucid Cyan F23,,
AXELATE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/axelate-shoes/IQ8855.html,Men ,1.0,,IQ8855, Running,25.0,50.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Core Black / Semi Impact Orange F22,Collegiate Navy / Blue Fusion S23 / Stone,Olive Strata S23 / Magic Beige F22 / Core Black / Preloved Yellow F23,,
AXELATE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/axelate-shoes/IQ8856.html,Men ,1.0,,IQ8856, Running,25.0,50.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Core Black / Semi Impact Orange F22,Collegiate Navy / Blue Fusion S23 / Stone,Olive Strata S23 / Magic Beige F22 / Core Black / Preloved Yellow F23,,
AXELATE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/axelate-shoes/IQ8857.html,Men ,1.0,,IQ8857, Running,25.0,50.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Core Black / Semi Impact Orange F22,Collegiate Navy / Blue Fusion S23 / Stone,Olive Strata S23 / Magic Beige F22 / Core Black / Preloved Yellow F23,,
GLINTRUN SHOES,4 599.00,2 989.50,https://www.adidas.co.in/glintrun-shoes/IQ8995.html,Men ,1.0,,IQ8995, Running,100.0,100.0,50.0,,3,adidas,Night Sky / Dove Grey S20 / Green,Blue Night / Core Black / Better Scarlet S23,Dove Grey S20 / Grey Six / Lucid Cyan F23,,
GLINTRUN SHOES,4 599.00,2 989.50,https://www.adidas.co.in/glintrun-shoes/IQ8996.html,Men ,1.0,,IQ8996, Running,100.0,100.0,50.0,,3,adidas,Night Sky / Dove Grey S20 / Green,Blue Night / Core Black / Better Scarlet S23,Dove Grey S20 / Grey Six / Lucid Cyan F23,,
GLINTRUN SHOES,4 599.00,2 989.50,https://www.adidas.co.in/glintrun-shoes/IQ8997.html,Men ,1.0,,IQ8997, Running,100.0,100.0,50.0,,3,adidas,Night Sky / Dove Grey S20 / Green,Blue Night / Core Black / Better Scarlet S23,Dove Grey S20 / Grey Six / Lucid Cyan F23,,
AXELATE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/axelate-shoes/IQ8855.html,Men ,1.0,,IQ8855, Running,25.0,50.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Core Black / Semi Impact Orange F22,Collegiate Navy / Blue Fusion S23 / Stone,Olive Strata S23 / Magic Beige F22 / Core Black / Preloved Yellow F23,,
AXELATE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/axelate-shoes/IQ8856.html,Men ,1.0,,IQ8856, Running,25.0,50.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Core Black / Semi Impact Orange F22,Collegiate Navy / Blue Fusion S23 / Stone,Olive Strata S23 / Magic Beige F22 / Core Black / Preloved Yellow F23,,
AXELATE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/axelate-shoes/IQ8857.html,Men ,1.0,,IQ8857, Running,25.0,50.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Core Black / Semi Impact Orange F22,Collegiate Navy / Blue Fusion S23 / Stone,Olive Strata S23 / Magic Beige F22 / Core Black / Preloved Yellow F23,,
ADIMOVE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/adimove-shoes/IQ8826.html,Men ,3.0,,IQ8826, Running,91.0,91.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Preloved Yellow F23,Wonder Steel F22 / Night Sky / Lucid Cyan F23,Core Black / Dove Grey S20 / Grey Six / Semi Impact Orange F22,,
ADIMOVE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/adimove-shoes/IQ8827.html,Men ,3.0,,IQ8827, Running,91.0,91.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Preloved Yellow F23,Wonder Steel F22 / Night Sky / Lucid Cyan F23,Core Black / Dove Grey S20 / Grey Six / Semi Impact Orange F22,,
ADIMOVE SHOES,4 599.00,2 989.50,https://www.adidas.co.in/adimove-shoes/IQ8829.html,Men ,3.0,,IQ8829, Running,91.0,91.0,50.0,,3,adidas,Dove Grey S20 / Grey Six / Preloved Yellow F23,Wonder Steel F22 / Night Sky / Lucid Cyan F23,Core Black / Dove Grey S20 / Grey Six / Semi Impact Orange F22,,
JAYSAW REFLECTIVE SHOES,4 299.00,2 364.50,https://www.adidas.co.in/jaysaw-reflective-shoes/GA1130.html,Men ,65.0,,GA1130, Running,76.0,76.0,46.0,,2,adidas,Dove Grey S20 / Sonic Ink F21,Tech Onix / Stone / Active Gold,,,
